ZENITH(DEG),AZIMUTH(DEG),VERT(dBi),HORI(dBi),TOTAL(dBi)
59.0,51.0,-8.04,-10.26,-6.00
60.0,51.0,-8.05,-10.43,-6.07
61.0,51.0,-8.06,-10.62,-6.14
62.0,51.0,-8.08,-10.82,-6.23
63.0,51.0,-8.10,-11.03,-6.32
64.0,51.0,-8.14,-11.26,-6.41
65.0,51.0,-8.17,-11.50,-6.52
66.0,51.0,-8.22,-11.76,-6.63
67.0,51.0,-8.28,-12.04,-6.75
68.0,51.0,-8.34,-12.33,-6.89
69.0,51.0,-8.42,-12.65,-7.03
70.0,51.0,-8.51,-12.99,-7.18
71.0,51.0,-8.61,-13.35,-7.35
72.0,51.0,-8.73,-13.74,-7.54
73.0,51.0,-8.86,-14.16,-7.74
74.0,51.0,-9.02,-14.61,-7.96
75.0,51.0,-9.20,-15.10,-8.20
76.0,51.0,-9.40,-15.63,-8.47
77.0,51.0,-9.63,-16.21,-8.77
78.0,51.0,-9.90,-16.84,-9.10
79.0,51.0,-10.22,-17.54,-9.48
80.0,51.0,-10.59,-18.31,-9.91
81.0,51.0,-11.02,-19.17,-10.40
82.0,51.0,-11.54,-20.14,-10.98
83.0,51.0,-12.17,-21.25,-11.67
84.0,51.0,-12.96,-22.55,-12.50
85.0,51.0,-13.95,-24.09,-13.55
86.0,51.0,-15.26,-25.99,-14.91
87.0,51.0,-17.09,-28.45,-16.78
88.0,51.0,-19.89,-31.94,-19.63
89.0,51.0,-25.14,-37.93,-24.92
0.0,52.0,-10.16,-8.29,-6.11
1.0,52.0,-10.16,-8.29,-6.11
2.0,52.0,-10.15,-8.29,-6.11
3.0,52.0,-10.15,-8.28,-6.11
4.0,52.0,-10.14,-8.28,-6.10
5.0,52.0,-10.13,-8.28,-6.09
6.0,52.0,-10.11,-8.28,-6.09
7.0,52.0,-10.10,-8.27,-6.08
8.0,52.0,-10.08,-8.27,-6.07
9.0,52.0,-10.06,-8.26,-6.06
10.0,52.0,-10.04,-8.25,-6.04
11.0,52.0,-10.01,-8.25,-6.03
12.0,52.0,-9.99,-8.24,-6.02
13.0,52.0,-9.96,-8.23,-6.00
14.0,52.0,-9.93,-8.23,-5.98
15.0,52.0,-9.89,-8.22,-5.97
16.0,52.0,-9.86,-8.21,-5.95
17.0,52.0,-9.82,-8.21,-5.93
18.0,52.0,-9.79,-8.20,-5.91
19.0,52.0,-9.75,-8.19,-5.89
20.0,52.0,-9.71,-8.19,-5.87
21.0,52.0,-9.66,-8.18,-5.85
22.0,52.0,-9.62,-8.17,-5.83
23.0,52.0,-9.58,-8.17,-5.81
24.0,52.0,-9.53,-8.17,-5.79
25.0,52.0,-9.48,-8.17,-5.76
26.0,52.0,-9.44,-8.16,-5.74
27.0,52.0,-9.39,-8.16,-5.72
28.0,52.0,-9.34,-8.17,-5.70
29.0,52.0,-9.29,-8.17,-5.68
30.0,52.0,-9.24,-8.18,-5.67
31.0,52.0,-9.19,-8.18,-5.65
32.0,52.0,-9.14,-8.19,-5.63
33.0,52.0,-9.09,-8.21,-5.61
34.0,52.0,-9.04,-8.22,-5.60
35.0,52.0,-8.99,-8.24,-5.59
36.0,52.0,-8.94,-8.26,-5.58
37.0,52.0,-8.89,-8.28,-5.57
38.0,52.0,-8.84,-8.31,-5.56
39.0,52.0,-8.79,-8.34,-5.55
40.0,52.0,-8.75,-8.38,-5.55
41.0,52.0,-8.70,-8.41,-5.55
42.0,52.0,-8.66,-8.46,-5.55
43.0,52.0,-8.61,-8.51,-5.55
44.0,52.0,-8.57,-8.56,-5.55
45.0,52.0,-8.53,-8.62,-5.56
46.0,52.0,-8.49,-8.68,-5.57
47.0,52.0,-8.45,-8.75,-5.59
48.0,52.0,-8.42,-8.82,-5.61
49.0,52.0,-8.39,-8.90,-5.63
50.0,52.0,-8.36,-8.99,-5.65
51.0,52.0,-8.33,-9.08,-5.68
52.0,52.0,-8.30,-9.18,-5.71
53.0,52.0,-8.28,-9.29,-5.75
54.0,52.0,-8.26,-9.41,-5.79
55.0,52.0,-8.25,-9.54,-5.83
56.0,52.0,-8.24,-9.67,-5.88
57.0,52.0,-8.23,-9.81,-5.94
58.0,52.0,-8.23,-9.97,-6.00
59.0,52.0,-8.23,-10.13,-6.07
60.0,52.0,-8.24,-10.31,-6.14
61.0,52.0,-8.25,-10.49,-6.22
62.0,52.0,-8.27,-10.69,-6.30
63.0,52.0,-8.29,-10.91,-6.40
64.0,52.0,-8.32,-11.13,-6.50
65.0,52.0,-8.36,-11.38,-6.60
66.0,52.0,-8.41,-11.64,-6.72
67.0,52.0,-8.47,-11.91,-6.85
68.0,52.0,-8.53,-12.21,-6.98
69.0,52.0,-8.61,-12.52,-7.13
70.0,52.0,-8.70,-12.86,-7.29
71.0,52.0,-8.80,-13.23,-7.46
72.0,52.0,-8.92,-13.61,-7.65
73.0,52.0,-9.05,-14.03,-7.86
74.0,52.0,-9.21,-14.49,-8.08
75.0,52.0,-9.38,-14.98,-8.33
76.0,52.0,-9.59,-15.51,-8.60
77.0,52.0,-9.82,-16.08,-8.90
78.0,52.0,-10.09,-16.72,-9.24
79.0,52.0,-10.41,-17.41,-9.62
80.0,52.0,-10.78,-18.18,-10.05
81.0,52.0,-11.21,-19.04,-10.55
82.0,52.0,-11.73,-20.02,-11.13
83.0,52.0,-12.36,-21.13,-11.82
84.0,52.0,-13.14,-22.42,-12.66
85.0,52.0,-14.14,-23.96,-13.71
86.0,52.0,-15.45,-25.86,-15.07
87.0,52.0,-17.28,-28.33,-16.95
88.0,52.0,-20.08,-31.81,-19.80
89.0,52.0,-25.33,-37.81,-25.09
0.0,53.0,-10.35,-8.17,-6.11
1.0,53.0,-10.35,-8.17,-6.11
2.0,53.0,-10.34,-8.17,-6.11
3.0,53.0,-10.34,-8.16,-6.11
4.0,53.0,-10.33,-8.16,-6.10
5.0,53.0,-10.32,-8.16,-6.10
6.0,53.0,-10.30,-8.16,-6.09
7.0,53.0,-10.29,-8.15,-6.08
8.0,53.0,-10.27,-8.15,-6.07
9.0,53.0,-10.25,-8.14,-6.06
10.0,53.0,-10.23,-8.13,-6.05
11.0,53.0,-10.20,-8.13,-6.03
12.0,53.0,-10.18,-8.12,-6.02
13.0,53.0,-10.15,-8.11,-6.00
14.0,53.0,-10.12,-8.11,-5.99
15.0,53.0,-10.09,-8.10,-5.97
16.0,53.0,-10.05,-8.09,-5.95
17.0,53.0,-10.02,-8.09,-5.93
18.0,53.0,-9.98,-8.08,-5.92
19.0,53.0,-9.94,-8.07,-5.90
20.0,53.0,-9.90,-8.07,-5.88
21.0,53.0,-9.86,-8.06,-5.86
22.0,53.0,-9.81,-8.05,-5.84
23.0,53.0,-9.77,-8.05,-5.81
24.0,53.0,-9.72,-8.05,-5.79
25.0,53.0,-9.68,-8.05,-5.77
26.0,53.0,-9.63,-8.04,-5.75
27.0,53.0,-9.58,-8.04,-5.73
28.0,53.0,-9.53,-8.05,-5.72
29.0,53.0,-9.48,-8.05,-5.70
30.0,53.0,-9.43,-8.06,-5.68
31.0,53.0,-9.38,-8.06,-5.66
32.0,53.0,-9.33,-8.07,-5.65
33.0,53.0,-9.28,-8.09,-5.63
34.0,53.0,-9.23,-8.10,-5.62
35.0,53.0,-9.18,-8.12,-5.61
36.0,53.0,-9.13,-8.14,-5.60
37.0,53.0,-9.08,-8.16,-5.59
38.0,53.0,-9.04,-8.19,-5.58
39.0,53.0,-8.99,-8.22,-5.58
40.0,53.0,-8.94,-8.26,-5.57
41.0,53.0,-8.89,-8.29,-5.57
42.0,53.0,-8.85,-8.34,-5.58
43.0,53.0,-8.81,-8.39,-5.58
44.0,53.0,-8.76,-8.44,-5.59
45.0,53.0,-8.72,-8.50,-5.60
46.0,53.0,-8.68,-8.56,-5.61
47.0,53.0,-8.65,-8.63,-5.63
48.0,53.0,-8.61,-8.70,-5.65
49.0,53.0,-8.58,-8.78,-5.67
50.0,53.0,-8.55,-8.87,-5.70
51.0,53.0,-8.52,-8.96,-5.73
52.0,53.0,-8.50,-9.06,-5.76
53.0,53.0,-8.48,-9.17,-5.80
54.0,53.0,-8.46,-9.29,-5.84
55.0,53.0,-8.44,-9.42,-5.89
56.0,53.0,-8.43,-9.55,-5.95
57.0,53.0,-8.43,-9.69,-6.00
58.0,53.0,-8.42,-9.85,-6.07
59.0,53.0,-8.43,-10.01,-6.14
60.0,53.0,-8.43,-10.19,-6.21
61.0,53.0,-8.45,-10.37,-6.29
62.0,53.0,-8.46,-10.57,-6.38
63.0,53.0,-8.49,-10.79,-6.48
64.0,53.0,-8.52,-11.01,-6.58
65.0,53.0,-8.56,-11.26,-6.69
66.0,53.0,-8.61,-11.52,-6.81
67.0,53.0,-8.66,-11.79,-6.94
68.0,53.0,-8.73,-12.09,-7.08
69.0,53.0,-8.80,-12.40,-7.23
70.0,53.0,-8.89,-12.74,-7.39
71.0,53.0,-9.00,-13.11,-7.57
72.0,53.0,-9.11,-13.49,-7.76
73.0,53.0,-9.25,-13.91,-7.97
74.0,53.0,-9.40,-14.37,-8.20
75.0,53.0,-9.58,-14.86,-8.45
76.0,53.0,-9.78,-15.39,-8.73
77.0,53.0,-10.02,-15.96,-9.03
78.0,53.0,-10.29,-16.60,-9.38
79.0,53.0,-10.60,-17.29,-9.76
80.0,53.0,-10.97,-18.06,-10.20
81.0,53.0,-11.41,-18.92,-10.70
82.0,53.0,-11.93,-19.90,-11.28
83.0,53.0,-12.56,-21.01,-11.98
84.0,53.0,-13.34,-22.30,-12.82
85.0,53.0,-14.33,-23.84,-13.87
86.0,53.0,-15.65,-25.74,-15.24
87.0,53.0,-17.48,-28.21,-17.12
88.0,53.0,-20.28,-31.69,-19.98
89.0,53.0,-25.52,-37.69,-25.27
0.0,54.0,-10.55,-8.05,-6.11
1.0,54.0,-10.55,-8.05,-6.11
2.0,54.0,-10.54,-8.05,-6.11
3.0,54.0,-10.54,-8.05,-6.11
4.0,54.0,-10.53,-8.05,-6.10
5.0,54.0,-10.52,-8.04,-6.10
6.0,54.0,-10.50,-8.04,-6.09
7.0,54.0,-10.49,-8.03,-6.08
8.0,54.0,-10.47,-8.03,-6.07
9.0,54.0,-10.45,-8.02,-6.06
10.0,54.0,-10.43,-8.02,-6.05
11.0,54.0,-10.40,-8.01,-6.03
12.0,54.0,-10.38,-8.01,-6.02
13.0,54.0,-10.35,-8.00,-6.01
14.0,54.0,-10.32,-7.99,-5.99
15.0,54.0,-10.29,-7.98,-5.97
16.0,54.0,-10.25,-7.98,-5.96
17.0,54.0,-10.22,-7.97,-5.94
18.0,54.0,-10.18,-7.96,-5.92
19.0,54.0,-10.14,-7.96,-5.90
20.0,54.0,-10.10,-7.95,-5.88
21.0,54.0,-10.06,-7.94,-5.86
22.0,54.0,-10.01,-7.94,-5.84
23.0,54.0,-9.97,-7.93,-5.82
24.0,54.0,-9.92,-7.93,-5.80
25.0,54.0,-9.88,-7.93,-5.78
26.0,54.0,-9.83,-7.93,-5.77
27.0,54.0,-9.78,-7.93,-5.75
28.0,54.0,-9.73,-7.93,-5.73
29.0,54.0,-9.68,-7.93,-5.71
30.0,54.0,-9.63,-7.94,-5.69
31.0,54.0,-9.58,-7.95,-5.68
32.0,54.0,-9.53,-7.96,-5.66
33.0,54.0,-9.48,-7.97,-5.65
34.0,54.0,-9.43,-7.99,-5.64
35.0,54.0,-9.38,-8.00,-5.63
36.0,54.0,-9.33,-8.02,-5.62
37.0,54.0,-9.28,-8.05,-5.61
38.0,54.0,-9.24,-8.07,-5.61
39.0,54.0,-9.19,-8.11,-5.60
40.0,54.0,-9.14,-8.14,-5.60
41.0,54.0,-9.10,-8.18,-5.60
42.0,54.0,-9.05,-8.22,-5.61
43.0,54.0,-9.01,-8.27,-5.61
44.0,54.0,-8.97,-8.32,-5.62
45.0,54.0,-8.92,-8.38,-5.63
46.0,54.0,-8.89,-8.44,-5.65
47.0,54.0,-8.85,-8.51,-5.67
48.0,54.0,-8.81,-8.59,-5.69
49.0,54.0,-8.78,-8.67,-5.71
50.0,54.0,-8.75,-8.75,-5.74
51.0,54.0,-8.73,-8.85,-5.78
52.0,54.0,-8.70,-8.95,-5.81
53.0,54.0,-8.68,-9.06,-5.85
54.0,54.0,-8.66,-9.17,-5.90
55.0,54.0,-8.65,-9.30,-5.95
56.0,54.0,-8.64,-9.43,-6.01
57.0,54.0,-8.63,-9.58,-6.07
58.0,54.0,-8.63,-9.73,-6.13
59.0,54.0,-8.63,-9.90,-6.21
60.0,54.0,-8.64,-10.07,-6.28
61.0,54.0,-8.65,-10.26,-6.37
62.0,54.0,-8.67,-10.46,-6.46
63.0,54.0,-8.69,-10.67,-6.56
64.0,54.0,-8.72,-10.90,-6.67
65.0,54.0,-8.76,-11.14,-6.78
66.0,54.0,-8.81,-11.40,-6.90
67.0,54.0,-8.86,-11.68,-7.04
68.0,54.0,-8.93,-11.97,-7.18
69.0,54.0,-9.01,-12.29,-7.34
70.0,54.0,-9.10,-12.63,-7.50
71.0,54.0,-9.20,-12.99,-7.68
72.0,54.0,-9.32,-13.38,-7.88
73.0,54.0,-9.45,-13.80,-8.09
74.0,54.0,-9.61,-14.25,-8.33
75.0,54.0,-9.78,-14.74,-8.58
76.0,54.0,-9.99,-15.27,-8.86
77.0,54.0,-10.22,-15.85,-9.17
78.0,54.0,-10.49,-16.48,-9.52
79.0,54.0,-10.81,-17.18,-9.90
80.0,54.0,-11.17,-17.95,-10.35
81.0,54.0,-11.61,-18.81,-10.85
82.0,54.0,-12.13,-19.78,-11.44
83.0,54.0,-12.76,-20.89,-12.14
84.0,54.0,-13.54,-22.19,-12.99
85.0,54.0,-14.54,-23.73,-14.04
86.0,54.0,-15.85,-25.63,-15.41
87.0,54.0,-17.68,-28.09,-17.30
88.0,54.0,-20.48,-31.58,-20.16
89.0,54.0,-25.73,-37.57,-25.45
0.0,55.0,-10.75,-7.94,-6.11
1.0,55.0,-10.75,-7.94,-6.11
2.0,55.0,-10.75,-7.94,-6.11
3.0,55.0,-10.74,-7.94,-6.11
4.0,55.0,-10.73,-7.93,-6.10
5.0,55.0,-10.72,-7.93,-6.10
6.0,55.0,-10.71,-7.93,-6.09
7.0,55.0,-10.69,-7.92,-6.08
8.0,55.0,-10.68,-7.92,-6.07
9.0,55.0,-10.66,-7.91,-6.06
10.0,55.0,-10.63,-7.91,-6.05
11.0,55.0,-10.61,-7.90,-6.04
12.0,55.0,-10.58,-7.89,-6.02
13.0,55.0,-10.55,-7.89,-6.01
14.0,55.0,-10.52,-7.88,-5.99
15.0,55.0,-10.49,-7.87,-5.98
16.0,55.0,-10.46,-7.87,-5.96
17.0,55.0,-10.42,-7.86,-5.94
18.0,55.0,-10.38,-7.85,-5.93
19.0,55.0,-10.34,-7.84,-5.91
20.0,55.0,-10.30,-7.84,-5.89
21.0,55.0,-10.26,-7.83,-5.87
22.0,55.0,-10.22,-7.83,-5.85
23.0,55.0,-10.17,-7.82,-5.83
24.0,55.0,-10.13,-7.82,-5.81
25.0,55.0,-10.08,-7.82,-5.79
26.0,55.0,-10.04,-7.82,-5.78
27.0,55.0,-9.99,-7.82,-5.76
28.0,55.0,-9.94,-7.82,-5.74
29.0,55.0,-9.89,-7.82,-5.72
30.0,55.0,-9.84,-7.83,-5.71
31.0,55.0,-9.79,-7.84,-5.69
32.0,55.0,-9.74,-7.85,-5.68
33.0,55.0,-9.69,-7.86,-5.67
34.0,55.0,-9.64,-7.87,-5.66
35.0,55.0,-9.59,-7.89,-5.65
36.0,55.0,-9.54,-7.91,-5.64
37.0,55.0,-9.49,-7.94,-5.63
38.0,55.0,-9.44,-7.96,-5.63
39.0,55.0,-9.40,-7.99,-5.63
40.0,55.0,-9.35,-8.03,-5.63
41.0,55.0,-9.30,-8.07,-5.63
42.0,55.0,-9.26,-8.11,-5.64
43.0,55.0,-9.22,-8.16,-5.64
44.0,55.0,-9.17,-8.21,-5.66
45.0,55.0,-9.13,-8.27,-5.67
46.0,55.0,-9.10,-8.33,-5.69
47.0,55.0,-9.06,-8.40,-5.71
48.0,55.0,-9.02,-8.47,-5.73
49.0,55.0,-8.99,-8.55,-5.76
50.0,55.0,-8.96,-8.64,-5.79
51.0,55.0,-8.93,-8.74,-5.82
52.0,55.0,-8.91,-8.84,-5.86
53.0,55.0,-8.89,-8.95,-5.91
54.0,55.0,-8.87,-9.06,-5.96
55.0,55.0,-8.86,-9.19,-6.01
56.0,55.0,-8.85,-9.32,-6.07
57.0,55.0,-8.84,-9.47,-6.13
58.0,55.0,-8.84,-9.62,-6.20
59.0,55.0,-8.84,-9.78,-6.28
60.0,55.0,-8.85,-9.96,-6.36
61.0,55.0,-8.86,-10.15,-6.44
62.0,55.0,-8.88,-10.35,-6.54
63.0,55.0,-8.90,-10.56,-6.64
64.0,55.0,-8.93,-10.79,-6.75
65.0,55.0,-8.97,-11.03,-6.87
66.0,55.0,-9.02,-11.29,-7.00
67.0,55.0,-9.08,-11.57,-7.13
68.0,55.0,-9.14,-11.86,-7.28
69.0,55.0,-9.22,-12.18,-7.44
70.0,55.0,-9.31,-12.52,-7.61
71.0,55.0,-9.41,-12.88,-7.80
72.0,55.0,-9.53,-13.27,-8.00
73.0,55.0,-9.66,-13.69,-8.21
74.0,55.0,-9.82,-14.14,-8.45
75.0,55.0,-9.99,-14.63,-8.71
76.0,55.0,-10.20,-15.16,-9.00
77.0,55.0,-10.43,-15.74,-9.31
78.0,55.0,-10.70,-16.37,-9.66
79.0,55.0,-11.02,-17.06,-10.05
80.0,55.0,-11.39,-17.84,-10.50
81.0,55.0,-11.82,-18.70,-11.01
82.0,55.0,-12.34,-19.67,-11.60
83.0,55.0,-12.97,-20.78,-12.31
84.0,55.0,-13.75,-22.07,-13.16
85.0,55.0,-14.75,-23.62,-14.22
86.0,55.0,-16.06,-25.52,-15.59
87.0,55.0,-17.89,-27.98,-17.48
88.0,55.0,-20.69,-31.47,-20.34
89.0,55.0,-25.94,-37.46,-25.64
0.0,56.0,-10.97,-7.83,-6.11
1.0,56.0,-10.96,-7.83,-6.11
2.0,56.0,-10.96,-7.83,-6.11
3.0,56.0,-10.96,-7.83,-6.11
4.0,56.0,-10.95,-7.83,-6.10
5.0,56.0,-10.94,-7.82,-6.10
6.0,56.0,-10.92,-7.82,-6.09
7.0,56.0,-10.91,-7.82,-6.08
8.0,56.0,-10.89,-7.81,-6.07
9.0,56.0,-10.87,-7.81,-6.06
10.0,56.0,-10.85,-7.80,-6.05
11.0,56.0,-10.82,-7.79,-6.04
12.0,56.0,-10.80,-7.79,-6.03
13.0,56.0,-10.77,-7.78,-6.01
14.0,56.0,-10.74,-7.77,-6.00
15.0,56.0,-10.71,-7.76,-5.98
16.0,56.0,-10.67,-7.76,-5.96
17.0,56.0,-10.64,-7.75,-5.95
18.0,56.0,-10.60,-7.74,-5.93
19.0,56.0,-10.56,-7.74,-5.91
20.0,56.0,-10.52,-7.73,-5.89
21.0,56.0,-10.48,-7.72,-5.88
22.0,56.0,-10.43,-7.72,-5.86
23.0,56.0,-10.39,-7.72,-5.84
24.0,56.0,-10.34,-7.71,-5.82
25.0,56.0,-10.30,-7.71,-5.80
26.0,56.0,-10.25,-7.71,-5.79
27.0,56.0,-10.20,-7.71,-5.77
28.0,56.0,-10.15,-7.71,-5.75
29.0,56.0,-10.11,-7.72,-5.74
30.0,56.0,-10.06,-7.72,-5.72
31.0,56.0,-10.01,-7.73,-5.71
32.0,56.0,-9.96,-7.74,-5.70
33.0,56.0,-9.91,-7.75,-5.69
34.0,56.0,-9.86,-7.77,-5.68
35.0,56.0,-9.81,-7.78,-5.67
36.0,56.0,-9.76,-7.80,-5.66
37.0,56.0,-9.71,-7.83,-5.66
38.0,56.0,-9.66,-7.86,-5.65
39.0,56.0,-9.61,-7.89,-5.65
40.0,56.0,-9.57,-7.92,-5.66
41.0,56.0,-9.52,-7.96,-5.66
42.0,56.0,-9.48,-8.00,-5.67
43.0,56.0,-9.43,-8.05,-5.68
44.0,56.0,-9.39,-8.10,-5.69
45.0,56.0,-9.35,-8.16,-5.70
46.0,56.0,-9.31,-8.22,-5.72
47.0,56.0,-9.28,-8.29,-5.75
48.0,56.0,-9.24,-8.37,-5.77
49.0,56.0,-9.21,-8.45,-5.80
50.0,56.0,-9.18,-8.53,-5.83
51.0,56.0,-9.15,-8.63,-5.87
52.0,56.0,-9.13,-8.73,-5.91
53.0,56.0,-9.11,-8.84,-5.96
54.0,56.0,-9.09,-8.96,-6.01
55.0,56.0,-9.07,-9.08,-6.07
56.0,56.0,-9.06,-9.22,-6.13
57.0,56.0,-9.06,-9.36,-6.19
58.0,56.0,-9.05,-9.51,-6.27
59.0,56.0,-9.06,-9.68,-6.34
60.0,56.0,-9.06,-9.85,-6.43
61.0,56.0,-9.08,-10.04,-6.52
62.0,56.0,-9.09,-10.24,-6.62
63.0,56.0,-9.12,-10.45,-6.72
64.0,56.0,-9.15,-10.68,-6.84
65.0,56.0,-9.19,-10.92,-6.96
66.0,56.0,-9.24,-11.18,-7.09
67.0,56.0,-9.29,-11.46,-7.23
68.0,56.0,-9.36,-11.75,-7.38
69.0,56.0,-9.44,-12.07,-7.55
70.0,56.0,-9.53,-12.41,-7.72
71.0,56.0,-9.63,-12.77,-7.91
72.0,56.0,-9.75,-13.16,-8.12
73.0,56.0,-9.88,-13.58,-8.34
74.0,56.0,-10.04,-14.03,-8.58
75.0,56.0,-10.21,-14.52,-8.84
76.0,56.0,-10.42,-15.05,-9.13
77.0,56.0,-10.65,-15.63,-9.45
78.0,56.0,-10.92,-16.26,-9.81
79.0,56.0,-11.24,-16.96,-10.21
80.0,56.0,-11.60,-17.73,-10.66
81.0,56.0,-12.04,-18.59,-11.17
82.0,56.0,-12.56,-19.56,-11.77
83.0,56.0,-13.19,-20.67,-12.48
84.0,56.0,-13.97,-21.97,-13.33
85.0,56.0,-14.97,-23.51,-14.40
86.0,56.0,-16.28,-25.41,-15.78
87.0,56.0,-18.11,-27.87,-17.67
88.0,56.0,-20.91,-31.36,-20.54
89.0,56.0,-26.16,-37.35,-25.84
0.0,57.0,-11.19,-7.73,-6.11
1.0,57.0,-11.19,-7.73,-6.11
2.0,57.0,-11.18,-7.73,-6.11
3.0,57.0,-11.18,-7.73,-6.11
4.0,57.0,-11.17,-7.72,-6.10
5.0,57.0,-11.16,-7.72,-6.10
6.0,57.0,-11.14,-7.72,-6.09
7.0,57.0,-11.13,-7.71,-6.08
8.0,57.0,-11.11,-7.71,-6.07
9.0,57.0,-11.09,-7.70,-6.06
10.0,57.0,-11.07,-7.70,-6.05
11.0,57.0,-11.04,-7.69,-6.04
12.0,57.0,-11.02,-7.68,-6.03
13.0,57.0,-10.99,-7.68,-6.01
14.0,57.0,-10.96,-7.67,-6.00
15.0,57.0,-10.93,-7.66,-5.98
16.0,57.0,-10.89,-7.65,-5.97
17.0,57.0,-10.86,-7.65,-5.95
18.0,57.0,-10.82,-7.64,-5.93
19.0,57.0,-10.78,-7.63,-5.92
20.0,57.0,-10.74,-7.63,-5.90
21.0,57.0,-10.70,-7.62,-5.88
22.0,57.0,-10.66,-7.62,-5.87
23.0,57.0,-10.61,-7.61,-5.85
24.0,57.0,-10.57,-7.61,-5.83
25.0,57.0,-10.52,-7.61,-5.81
26.0,57.0,-10.47,-7.61,-5.80
27.0,57.0,-10.43,-7.61,-5.78
28.0,57.0,-10.38,-7.61,-5.77
29.0,57.0,-10.33,-7.61,-5.75
30.0,57.0,-10.28,-7.62,-5.74
31.0,57.0,-10.23,-7.63,-5.72
32.0,57.0,-10.18,-7.64,-5.71
33.0,57.0,-10.13,-7.65,-5.70
34.0,57.0,-10.08,-7.66,-5.69
35.0,57.0,-10.03,-7.68,-5.69
36.0,57.0,-9.98,-7.70,-5.68
37.0,57.0,-9.93,-7.72,-5.68
38.0,57.0,-9.88,-7.75,-5.68
39.0,57.0,-9.84,-7.78,-5.68
40.0,57.0,-9.79,-7.82,-5.68
41.0,57.0,-9.74,-7.86,-5.69
42.0,57.0,-9.70,-7.90,-5.70
43.0,57.0,-9.66,-7.95,-5.71
44.0,57.0,-9.62,-8.00,-5.72
45.0,57.0,-9.58,-8.06,-5.74
46.0,57.0,-9.54,-8.12,-5.76
47.0,57.0,-9.50,-8.19,-5.78
48.0,57.0,-9.47,-8.26,-5.81
49.0,57.0,-9.43,-8.34,-5.84
50.0,57.0,-9.40,-8.43,-5.88
51.0,57.0,-9.38,-8.52,-5.92
52.0,57.0,-9.35,-8.63,-5.96
53.0,57.0,-9.33,-8.73,-6.01
54.0,57.0,-9.31,-8.85,-6.07
55.0,57.0,-9.30,-8.98,-6.12
56.0,57.0,-9.29,-9.11,-6.19
57.0,57.0,-9.28,-9.26,-6.26
58.0,57.0,-9.28,-9.41,-6.33
59.0,57.0,-9.28,-9.57,-6.41
60.0,57.0,-9.29,-9.75,-6.50
61.0,57.0,-9.30,-9.94,-6.60
62.0,57.0,-9.32,-10.14,-6.70
63.0,57.0,-9.35,-10.35,-6.81
64.0,57.0,-9.38,-10.58,-6.93
65.0,57.0,-9.42,-10.82,-7.05
66.0,57.0,-9.46,-11.08,-7.19
67.0,57.0,-9.52,-11.35,-7.33
68.0,57.0,-9.59,-11.65,-7.49
69.0,57.0,-9.66,-11.97,-7.65
70.0,57.0,-9.75,-12.30,-7.83
71.0,57.0,-9.86,-12.67,-8.03
72.0,57.0,-9.97,-13.06,-8.24
73.0,57.0,-10.11,-13.48,-8.46
74.0,57.0,-10.26,-13.93,-8.71
75.0,57.0,-10.44,-14.42,-8.98
76.0,57.0,-10.64,-14.95,-9.27
77.0,57.0,-10.88,-15.53,-9.60
78.0,57.0,-11.15,-16.16,-9.96
79.0,57.0,-11.46,-16.85,-10.36
80.0,57.0,-11.83,-17.62,-10.82
81.0,57.0,-12.27,-18.49,-11.34
82.0,57.0,-12.79,-19.46,-11.94
83.0,57.0,-13.42,-20.57,-12.65
84.0,57.0,-14.20,-21.86,-13.51
85.0,57.0,-15.20,-23.40,-14.58
86.0,57.0,-16.51,-25.30,-15.97
87.0,57.0,-18.34,-27.77,-17.87
88.0,57.0,-21.14,-31.26,-20.74
89.0,57.0,-26.38,-37.25,-26.04
0.0,58.0,-11.42,-7.63,-6.11
1.0,58.0,-11.42,-7.63,-6.11
2.0,58.0,-11.41,-7.63,-6.11
3.0,58.0,-11.41,-7.63,-6.11
4.0,58.0,-11.40,-7.62,-6.10
5.0,58.0,-11.39,-7.62,-6.10
6.0,58.0,-11.37,-7.62,-6.09
7.0,58.0,-11.36,-7.61,-6.08
8.0,58.0,-11.34,-7.61,-6.07
9.0,58.0,-11.32,-7.60,-6.06
10.0,58.0,-11.30,-7.60,-6.05
11.0,58.0,-11.28,-7.59,-6.04
12.0,58.0,-11.25,-7.58,-6.03
13.0,58.0,-11.22,-7.58,-6.02
14.0,58.0,-11.19,-7.57,-6.00
15.0,58.0,-11.16,-7.56,-5.99
16.0,58.0,-11.12,-7.55,-5.97
17.0,58.0,-11.09,-7.55,-5.96
18.0,58.0,-11.05,-7.54,-5.94
19.0,58.0,-11.01,-7.53,-5.92
20.0,58.0,-10.97,-7.53,-5.91
21.0,58.0,-10.93,-7.52,-5.89
22.0,58.0,-10.89,-7.52,-5.87
23.0,58.0,-10.84,-7.51,-5.86
24.0,58.0,-10.80,-7.51,-5.84
25.0,58.0,-10.75,-7.51,-5.82
26.0,58.0,-10.71,-7.51,-5.81
27.0,58.0,-10.66,-7.51,-5.79
28.0,58.0,-10.61,-7.51,-5.78
29.0,58.0,-10.56,-7.51,-5.76
30.0,58.0,-10.51,-7.52,-5.75
31.0,58.0,-10.46,-7.53,-5.74
32.0,58.0,-10.41,-7.54,-5.73
33.0,58.0,-10.36,-7.55,-5.72
34.0,58.0,-10.31,-7.56,-5.71
